,surname,count,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",race,african
1276,quarton,2,0.01814048,0.0025696233,0.0020330905,0.0064395433,0.0074859257,0.8158167,0.0006926932,0.036193047,0.073463395,0.0013128796,0.023296451,0.007835922,0.00472036,"GreaterEuropean,British",Non-African
1277,hebog rhyd-y,2,0.0017686869,0.0004978969,0.0019702688,0.008631458,0.0065423576,0.09033076,0.03549568,0.04155834,0.06367912,0.07252465,0.0072685303,0.10089064,0.5688416,"GreaterEuropean,WestEuropean,Nordic",Non-African
1278,heads,2,0.0037154038,0.004652265,0.0015373023,0.0026776926,0.0004989386,0.9464996,0.0006328534,0.011968601,0.014313431,0.0010452488,0.0050449246,0.0037096962,0.0037040382,"GreaterEuropean,British",Non-African
1279,hawkins,2,0.0013954904,0.0013688203,0.0017053367,0.0009850084,0.0004696372,0.97425634,0.00030163338,0.0047805216,0.0037238179,0.0021481933,0.0066172574,0.0006534749,0.0015943857,"GreaterEuropean,British",Non-African
1280,marryat,2,0.0011057822,5.352195e-05,0.0047784485,0.001167412,0.005972509,0.50105184,0.0011460361,0.022102088,0.35857207,0.00086876366,0.04728131,0.055547055,0.00035321998,"GreaterEuropean,British",Non-African
1281,hawass',2,0.018482639,0.008395009,0.007894336,0.25290614,0.05709315,0.37994996,0.0036499621,0.20241533,0.021494094,0.0017599704,0.021417074,0.008874231,0.01566808,"GreaterEuropean,British",Non-African
1282,marsden,2,0.00077216444,0.00103045,0.0012432538,0.00085177674,0.00090412033,0.90825653,0.004529608,0.064743966,0.0032266225,0.0020223968,0.0021535777,0.0070726858,0.003192905,"GreaterEuropean,British",Non-African
1283,quadrilingual,2,0.0008492722,0.00489665,0.05521675,0.009665715,0.0831914,0.025812827,0.08447459,0.043933976,0.065950036,0.0061407243,0.5943516,0.02452634,0.0009901694,"GreaterEuropean,WestEuropean,Hispanic",Non-African
1284,marshall,2,0.012545849,0.0014963992,0.0012492656,0.003946256,0.0013377913,1.8177828,0.001447408,0.13054833,0.007741021,0.0024622185,0.008657428,0.009187933,0.001597322,"GreaterEuropean,British",Non-African
1285,marshall charles stuart,2,0.00043132814,0.0034037537,0.0004510961,0.00041538815,0.0048952485,0.22338751,0.000503598,0.00061249395,0.018291011,0.002224698,0.032244854,0.7098177,0.003321258,"GreaterEuropean,WestEuropean,Italian",Non-African
1286,marstine,2,0.002687205,0.0004986198,0.012275772,0.0011357587,0.004023484,1.4491485,0.027213896,0.111311264,0.06371096,0.0035193625,0.07067978,0.24212101,0.011674341,"GreaterEuropean,British",Non-African
1287,hava,2,0.18396606,0.030854234,0.16276914,0.035694264,0.16072634,0.13047908,0.08313731,0.10898248,0.015392646,0.0051738233,0.005139512,0.05963175,0.018053377,"Asian,GreaterEastAsian,EastAsian",Non-African
1288,munster,2,0.0039911065,0.003552652,0.011261206,0.009032542,0.0013196067,0.8223882,0.007940454,0.06137881,0.01417639,0.025466772,0.026209434,0.0075380225,0.0057448256,"GreaterEuropean,British",Non-African
1289,martinpoulter,2,0.009022018,0.00055784767,0.025848702,0.0073109693,0.002099947,1.4022906,0.034080252,0.012012092,0.33333075,0.027436065,0.019700129,0.011487719,0.11482292,"GreaterEuropean,British",Non-African
1290,hebrides,2,0.002921925,0.0041336934,0.112585336,0.05222527,0.034046736,0.35131517,0.009921166,0.032826234,0.059441097,0.13048504,0.11894122,0.017323555,0.07383363,"GreaterEuropean,British",Non-African
1291,qing,2,0.9923993,0.00012299359,5.7768004e-05,2.9648665e-05,6.268517e-05,0.0034125764,0.0005451849,0.0021165174,0.00067637995,0.00010355252,0.00023903241,2.0805368e-05,0.00021352006,"Asian,GreaterEastAsian,EastAsian",Non-African
1292,islanders,2,0.028570263,0.0136470515,0.026385296,0.0023138637,0.0053617675,0.7495446,0.011679422,0.05389474,0.051986374,0.010911838,0.017124714,0.010120039,0.018460006,"GreaterEuropean,British",Non-African
1293,herakles,2,0.012183068,0.0058689606,0.06913724,0.010043271,0.007032759,0.5787683,0.019123485,0.10536844,0.03381495,0.030181454,0.021139203,0.020233871,0.08710507,"GreaterEuropean,British",Non-African
1294,psammetichus,2,0.0010157502,0.0016467706,0.001035556,0.00051171303,0.001560714,0.06028309,0.012489165,0.023701787,0.08850767,0.05230136,0.013748633,0.7349978,0.008199957,"GreaterEuropean,WestEuropean,Italian",Non-African
1295,hetepka,2,0.0026188847,0.00039315893,0.0026795557,0.029160187,0.0026903201,0.04762244,0.7666736,0.10265904,0.0048791794,0.0060523693,0.011762412,0.022253918,0.00055484916,"GreaterEuropean,EastEuropean",Non-African
1296,hetep,2,0.023659298,0.02258826,0.03991536,0.03826461,0.005954617,0.6021652,0.008933302,0.058690824,0.05058006,0.012545462,0.049945712,0.077786304,0.008971037,"GreaterEuropean,British",Non-African
1297,maqdala,2,0.00069584796,0.007931487,0.13735504,0.4164705,0.09201155,0.039053548,0.012235927,0.08004834,0.051405,0.0039392277,0.06027677,0.09706503,0.0015117691,"GreaterAfrican,Africans",African
1298,mussen,2,0.006441463,0.010915027,0.0013196601,0.10821797,0.012476966,0.21082464,0.02972293,0.050134648,0.107154176,0.1296236,0.019589452,0.01215488,0.3014246,"GreaterEuropean,WestEuropean,Nordic",Non-African
1299,heritage,2,0.03498975,0.035913344,0.18580341,0.011747205,0.020850826,1.4367003,0.006726304,0.07687125,0.067916065,0.021159353,0.068376884,0.016533881,0.016411342,"GreaterEuropean,British",Non-African
1300,heqaib,2,0.0074636065,0.00016411464,0.13354868,0.023052491,0.80520135,0.006240979,0.00075157906,0.0011077618,0.002176009,0.00075935863,0.0005553984,0.0008202317,0.018158285,"GreaterAfrican,Muslim",African
1301,helena smith,2,0.002447229,0.0034125792,0.008436643,0.04318252,0.017212383,0.6570552,0.007863287,0.07483583,0.0143408,0.025772264,0.07640519,0.063411,0.005625032,"GreaterEuropean,British",Non-African
1302,marie,2,0.0065893526,0.063447736,0.024278572,0.018982321,0.0027574294,0.29018587,0.0012348028,0.040575378,1.4856907,0.003484722,0.03458738,0.027335163,0.0008503226,"GreaterEuropean,WestEuropean,French",Non-African
1303,heneage cocks,2,0.005019517,0.001093682,0.00033434638,0.0003995402,0.0003992494,0.97512347,0.0002497311,0.0021417013,0.010219771,0.00062377873,0.0028231149,0.00068947603,0.000882656,"GreaterEuropean,British",Non-African
1304,marinas,2,0.0018434282,0.002726916,0.016410273,0.0038076844,0.0032962866,0.11534461,0.01600489,0.08608046,0.18929687,0.009508849,0.50192654,0.052738313,0.0010148331,"GreaterEuropean,WestEuropean,Hispanic",Non-African
1305,pyramid-builder,2,0.0010437334,0.0009329188,0.006820285,0.012426504,0.0044210413,0.9027581,0.006414478,0.009546749,0.012346891,0.020850478,0.01889144,0.002583982,0.0009633593,"GreaterEuropean,British",Non-African
1306,pyramide inversee,2,0.00083411287,0.0056222808,0.014169797,0.015090012,0.0052707177,0.31907716,0.0059052967,0.0017132857,0.060529403,0.00398908,0.045115612,0.15823296,0.3644503,"GreaterEuropean,WestEuropean,Nordic",Non-African
1307,hellenistic,2,0.0073013264,0.0035695033,0.0075619593,0.012343538,0.03863308,0.47910303,0.06718819,0.2798649,0.4510863,0.04505015,0.52479815,0.07976076,0.0037390918,"GreaterEuropean,WestEuropean,Hispanic",Non-African
1308,rae,2,0.06422728,0.12760517,0.19867408,0.021572445,0.04060621,1.0990642,0.011988384,0.13725422,0.13628912,0.011074234,0.027482823,0.10180199,0.022359833,"GreaterEuropean,British",Non-African
1309,munoz sarmiento,2,0.0012358805,0.013631434,0.00020678835,0.0015947677,0.0003721402,0.0052265166,0.00082585873,0.0072326506,0.0126040215,0.0055201096,0.11375769,0.83682984,0.0009623822,"GreaterEuropean,WestEuropean,Italian",Non-African
1310,raffles,2,0.0012140523,0.0010603826,0.004206801,0.006716118,0.046829186,0.08485934,0.014117612,0.6056292,0.063475795,0.0297402,0.10466205,0.02848761,0.00900172,"GreaterEuropean,Jewish",Non-African
1311,"re,",2,0.08653743,0.02316692,0.050327692,0.034426562,0.05683281,0.12952366,0.040320557,0.045911193,0.08724561,0.10569451,0.23104952,0.070899226,0.03806433,"GreaterEuropean,WestEuropean,Hispanic",Non-African
1312,rastafari,2,0.0008392495,0.0013239575,0.248145,0.023667686,0.15345153,0.19776171,0.013068637,0.061024956,0.056852072,0.019354397,0.08093585,0.1414009,0.0021740468,"Asian,IndianSubContinent",Non-African
1313,hainault,2,0.00085780333,0.00019151863,0.0529144,0.0053877337,0.038371865,0.070159264,0.01918592,0.005894514,0.7749589,0.011745116,0.0032139397,0.0024030402,0.014715981,"GreaterEuropean,WestEuropean,French",Non-African
1314,raven,2,0.014393419,0.013716312,0.029190501,0.0110029355,0.033156443,1.0908495,0.05476159,0.3029828,0.12893374,0.1081863,0.07152113,0.068573005,0.0727324,"GreaterEuropean,British",Non-African
1315,haig-thomas bryan mullanphy,2,0.027589891,0.015407848,0.017452886,0.066169575,0.22449444,0.0675377,0.41102692,0.10765478,0.0013198378,0.04460908,0.010222924,0.0049658213,0.0015482773,"GreaterEuropean,EastEuropean",Non-African
1316,haffnergrande,2,0.0012789401,0.00011364595,0.0013638085,0.0018052054,0.00016505878,0.010250644,0.071123056,0.007023292,0.03722047,0.057389185,0.0040881066,0.015952755,0.7922259,"GreaterEuropean,WestEuropean,Nordic",Non-African
1317,haffner,2,0.003258517,0.0019939411,0.0025329033,0.0073244786,0.012353236,0.28180078,0.031321734,0.87189925,0.21798645,0.23729175,0.073941045,0.2053012,0.052994747,"GreaterEuropean,Jewish",Non-African
1318,reading room,2,0.0020700647,0.0015394356,0.005137487,0.0009710709,0.0015215992,0.7293452,0.012720866,0.16295715,0.00590256,0.04693366,0.022797275,0.0051170723,0.0029865855,"GreaterEuropean,British",Non-African
1319,martius von spix,2,0.0010979105,0.0049317637,0.019618211,0.016702708,0.0033644796,0.15874067,0.035760425,0.03661931,0.39552966,0.092476614,0.12531488,0.099710144,0.010133262,"GreaterEuropean,WestEuropean,French",Non-African
1320,rebecca,2,0.00014545933,0.00075257727,0.0197408,0.018325578,0.039802376,0.07834417,0.00027725656,0.017493892,0.04206602,0.0009084041,0.17466532,0.60685825,0.0006199098,"GreaterEuropean,WestEuropean,Italian",Non-African
1321,recall,2,0.011365782,0.0062571415,0.0051848893,0.004068537,0.0050881747,0.8505907,0.002823015,0.018869752,0.05459869,0.0017835548,0.0072453055,0.014426838,0.017697528,"GreaterEuropean,British",Non-African
1322,gusten,2,0.006283386,0.0022450709,0.002046946,0.003250967,0.0042662793,0.49314445,0.06630174,0.23677729,0.027403738,0.056190547,0.019684594,0.008622889,0.07378212,"GreaterEuropean,British",Non-African
1323,ref,2,0.08560887,0.018411363,0.014479734,0.20551933,0.14970717,0.1251744,0.028684352,0.018748598,0.07584646,0.040897235,0.038799834,0.13736878,0.060753886,"GreaterAfrican,Africans",African
1324,guns,2,0.0027682392,0.0012610655,0.01651441,0.0028322407,0.0031054814,0.8568109,0.009315721,0.034931738,0.014366627,0.03978014,0.014264753,0.0015896712,0.0024590828,"GreaterEuropean,British",Non-African
1325,mausoleum,2,0.015961435,0.0014941328,0.0007443139,0.016385928,0.021378601,0.13390872,0.040873904,0.079161204,0.547691,0.080590166,0.01578622,0.013272811,0.032751594,"GreaterEuropean,WestEuropean,French",Non-African
1326,matt,2,0.0051697036,0.002035586,0.037498478,0.0027950366,0.027187891,0.7689684,0.03163608,0.047080062,0.03399315,0.009015243,0.017048823,0.01649468,0.0010768409,"GreaterEuropean,British",Non-African
1327,rassam,2,0.0013728852,0.000921817,0.05253319,0.2541013,0.19196431,0.09925776,0.0071001193,0.15110926,0.16673945,0.00617016,0.05371005,0.013206472,0.0018132648,"GreaterAfrican,Africans",African
1328,rashford,2,0.0041384688,0.0005864203,0.0064208778,0.010677629,0.015996885,0.85149217,0.003132197,0.022491766,0.05239069,0.0009691765,0.023781318,0.001183104,0.0067394166,"GreaterEuropean,British",Non-African
1329,halikarnassos,2,0.0040118676,0.0149605265,0.20157185,0.14242162,0.027365876,0.0268118,0.11448715,0.020208495,0.03825665,0.028019013,0.08692758,0.08953295,0.20542458,"GreaterEuropean,WestEuropean,Nordic",Non-African
1330,hall,2,0.0040189493,0.0014119784,0.005457062,0.008179709,0.0064433324,1.7992076,0.008254126,0.08862067,0.014814153,0.011564031,0.00797726,0.006259677,0.037791602,"GreaterEuropean,British",Non-African
1331,hall library,2,0.0025405176,0.016566662,0.0025497375,0.00061993604,0.007207808,0.45795634,0.0006576338,0.021158578,0.31610036,0.007569778,0.105909154,0.060792983,0.0003704541,"GreaterEuropean,British",Non-African
1332,mason,2,0.0066819126,0.011011611,0.013542704,0.012275138,0.0045342525,0.6650349,0.005557886,0.08464552,0.09329361,0.0059058,0.049406927,0.029800126,0.018309645,"GreaterEuropean,British",Non-African
1333,rapu,2,0.0023065058,0.00018290292,0.9154235,0.0073575987,0.009795725,0.00724355,0.008784785,0.011669206,0.010809948,0.00058633124,0.0031167613,0.022110434,0.0006127074,"Asian,IndianSubContinent",Non-African
1334,hamada,2,0.0014443794,0.9840889,0.00018419842,0.0022093412,0.0019450983,0.000467645,0.0007058896,0.0058599412,0.00080437114,0.000116131836,0.0016196814,0.00047678687,7.777629e-05,"Asian,GreaterEastAsian,Japanese",Non-African
1335,hamadan,2,0.0010405664,0.005189022,0.067215934,0.0057483017,0.8221928,0.0059087044,0.003243974,0.062272184,0.003968723,0.0011295348,0.0064577744,0.0050110645,0.010621371,"GreaterAfrican,Muslim",African
1336,masjid,2,0.000641753,8.189642e-05,0.0041271048,0.02245119,0.8664369,0.0029738909,0.0007767034,0.0005948383,0.007995788,0.0037012594,0.0017385214,0.000969479,0.087510735,"GreaterAfrican,Muslim",African
1337,hamilton lang's,2,0.00079139177,0.007064241,0.0215455,0.029592576,0.021620234,0.4683311,0.009528466,0.016134875,0.21924339,0.010635,0.009457458,0.17696197,0.009093778,"GreaterEuropean,British",Non-African
1338,masculine,2,0.022728063,0.004683557,0.0028730088,0.0073377183,0.032077193,0.13282081,0.3546539,0.11416365,0.22392717,0.029791588,0.02176538,0.035975378,0.017202614,"GreaterEuropean,EastEuropean",Non-African
1339,rakewell,2,0.01273291,0.00053257885,0.010664954,0.007882306,0.0016358278,0.8542222,0.0034529134,0.09257435,0.007895608,0.0010705071,0.0053320955,0.00025026972,0.0017534539,"GreaterEuropean,British",Non-African
1340,hanks,2,0.007010931,0.0030962927,0.0037947677,0.0011232353,0.0048395423,0.8567315,0.0023597218,0.030470802,0.009960898,0.021681162,0.016082106,0.0033688063,0.039480347,"GreaterEuropean,British",Non-African
1341,mary,2,0.013787453,0.005890295,0.022471312,0.015094495,0.03269652,0.28034776,0.049957093,0.052785248,0.38259968,0.0102762785,0.05888322,0.07362422,0.0015865144,"GreaterEuropean,WestEuropean,French",Non-African
1342,harappa,2,0.0012515469,0.0011329262,0.76918334,0.009579952,0.042534895,0.01646422,0.016741201,0.028444093,0.004346315,0.0062216357,0.028967349,0.07000899,0.005123555,"Asian,IndianSubContinent",Non-African
1343,mane,2,0.00299446,0.010640082,0.04679911,0.025183447,0.015549129,0.6033093,0.028272705,0.076486304,0.088206515,0.03752468,0.016894653,0.03848096,0.00965868,"GreaterEuropean,British",Non-African
1344,hicks,2,0.003992453,0.005343252,0.0037264912,0.0029068508,0.0014717154,0.88230115,0.0020573821,0.016326316,0.040997077,0.0037391735,0.027470194,0.004901678,0.0047662957,"GreaterEuropean,British",Non-African
1345,muxaro,2,0.0054825083,0.006509137,0.0034507117,0.017847644,0.019557353,0.053720698,0.021198235,0.084473275,0.043679565,0.008984374,0.24872811,0.48609614,0.00027221598,"GreaterEuropean,WestEuropean,Italian",Non-African
1346,maheswara,2,0.00092004857,0.0010454599,0.9602275,0.02150427,0.0012597713,0.011609748,5.849077e-05,9.755031e-05,0.0017846861,1.4766373e-05,0.00060074084,0.0008751504,1.734671e-06,"Asian,IndianSubContinent",Non-African
1347,maheshwara,2,0.0013358679,0.0031837386,0.76330525,0.12772746,0.013135967,0.07885138,0.0022238246,0.003945707,0.0021846548,0.00023684018,0.003175421,0.00066486944,2.8981247e-05,"Asian,IndianSubContinent",Non-African
1348,ibrim,2,0.0009873759,0.0013229463,0.22602855,0.045231216,0.6147091,0.026834983,0.0038292038,0.015903898,0.011356972,0.016868439,0.010458388,0.00968632,0.01678274,"GreaterAfrican,Muslim",African
1349,ibrahim,2,0.00022031122,0.0017896612,0.24880742,0.32600892,1.3408126,0.009623189,0.0023906007,0.04023865,0.0071645766,0.0026950103,0.0077670095,0.0078285765,0.0046535525,"GreaterAfrican,Muslim",African
1350,ibn al-zayn,2,1.7013683e-05,1.5157225e-05,9.8031334e-05,0.00033097033,0.9925769,0.00021098976,0.00021990722,0.005982506,5.8339116e-05,5.899517e-05,0.00014697059,9.114384e-05,0.00019301518,"GreaterAfrican,Muslim",African
1351,i hunt,2,0.0025393562,0.0030097393,0.006424728,0.0033521934,0.0057823188,0.4726314,0.06588696,0.026213583,0.32674286,0.053845122,0.006079476,0.019434582,0.008057684,"GreaterEuropean,British",Non-African
1352,i england,2,0.0026004284,0.00092813885,0.000472156,0.0002732322,0.00071765244,0.6049886,0.0022053095,0.004637449,0.33024576,0.013392644,0.017740658,0.00883478,0.012963246,"GreaterEuropean,British",Non-African
1353,mahler,2,0.0015979611,0.00086568494,0.0055967444,0.015980003,0.020814849,0.05667921,0.020069504,0.2766848,0.04330229,0.49645376,0.013850206,0.011300253,0.036804736,"GreaterEuropean,WestEuropean,Germanic",Non-African
1354,html,2,0.002841469,0.0018617497,0.0017600051,0.002717253,0.011590514,0.021401426,0.4026904,0.2579029,0.032430097,0.1513453,0.017155578,0.011776225,0.08452721,"GreaterEuropean,EastEuropean",Non-African
1355,mahtar m'bow,2,0.02247349,0.0060986304,0.016846973,0.040328722,0.06237153,0.4040091,0.04486918,0.033853307,0.15916923,0.09710944,0.042013593,0.06053605,0.010320798,"GreaterEuropean,British",Non-African
1356,portman,2,0.003561525,0.0029039392,0.0015295345,0.0006773165,0.0008786436,0.432157,0.020040004,0.50381035,0.013376129,0.0053608622,0.008849279,0.0058199684,0.0010353382,"GreaterEuropean,Jewish",Non-African
1357,poseidon,2,0.006432842,0.0033778118,0.0021889189,0.0101962425,0.0033758036,0.09978716,0.05033934,0.51241773,0.18799792,0.02657053,0.06469219,0.025312228,0.007311244,"GreaterEuropean,Jewish",Non-African
1358,posh,2,0.035143405,0.00665392,0.032721754,0.006570566,0.006508937,0.62115324,0.03425498,0.10850236,0.076071285,0.013280201,0.039578952,0.011769315,0.0077911103,"GreaterEuropean,British",Non-African
1359,pospisil,2,0.003167911,0.111285545,0.04052904,0.008349016,0.014975327,0.25836122,0.30804336,0.25719434,0.12988889,0.0052195266,0.5816465,0.26354742,0.017792072,"GreaterEuropean,WestEuropean,Hispanic",Non-African
1360,narmer,2,0.014748773,0.005139094,0.10797458,0.016579613,0.00907531,1.1568687,0.025810892,0.37098345,0.20741788,0.011765377,0.05041947,0.018465616,0.0047513214,"GreaterEuropean,British",Non-African
1361,plunder,2,0.0047416887,0.0072793486,0.012506986,0.0078068646,0.0053620115,0.667804,0.01412707,0.18055487,0.02783829,0.030296892,0.016985346,0.011596037,0.013100536,"GreaterEuropean,British",Non-African
1362,natalie,2,0.008674656,0.13104676,0.0051980014,0.21902579,0.0050959587,0.21360013,0.01057976,0.04182962,0.111911744,0.0072862017,0.05199712,0.17585108,0.017903209,"GreaterAfrican,Africans",African
1363,nataraja,2,0.012129891,0.4254614,0.34053025,0.028651116,0.014850972,0.018661946,0.007675418,0.021477725,0.006260812,0.0013694661,0.011544972,0.11127861,0.000107438194,"Asian,GreaterEastAsian,Japanese",Non-African
1364,maghrawa,2,0.00025430453,0.013296165,0.7781092,0.07925785,0.11412625,0.009156112,0.0007884598,0.0007074215,0.0011352255,6.9928545e-05,0.0017924479,0.0012343611,7.232205e-05,"Asian,IndianSubContinent",Non-African
1365,imperialism,2,0.018581036,0.010702435,0.0054597068,0.023351211,0.37326145,0.06302739,0.1430827,0.18237206,0.0293961,0.043989766,0.042866904,0.055262607,0.008646578,"GreaterAfrican,Muslim",African
